Electricite ,Temperature,Usure ,Pression,Humidite,Echappement,Congestion reseau
403.60,8.14,77.53,1023.41,88.86,477.05,0.67
678.42,31.95,89.56,1007.11,61.58,432.6,0.24
742.96,30.8,69.8,1007.39,75.78,432.43,0.07
434.50,7.69,61.83,1014.51,85.23,486.46,0.72
441.07,15.3,66.81,1011.75,95.31,468.14,0.58
710.23,27.12,78.57,1009.94,52.67,429.08,0.46
756.19,25.76,89.58,1010.18,65.15,443.7,0.77
400.36,10.28,96.2,1010.45,74.15,477.65,0.26
805.37,30.91,53.33,1006.92,56.32,433.84,0.59
624.79,24.22,97.49,1013.39,80.11,442.65,0.56
463.29,5.67,74.87,1008.91,93.29,478.44,0.33
692.96,22.96,68.77,1011.15,76.62,447.18,0.76
661.15,24.54,87.82,1014.27,40.77,446.26,0.19
365.42,11.32,94.38,1015.03,64.68,472.67,0.14
543.58,15.15,84.49,1016.34,62.59,461.6,0.74
505.51,23.53,93.85,1005.63,78.4,443.71,0.31
672.05,29.08,57.36,1004.67,64.5,430.16,0.6
613.78,20.42,77.49,1017.65,87.07,447.85,0.16
704.07,26.32,85.36,1009.39,67.05,441.25,0.65
756.79,21.89,53.1,1016.11,77.88,448.47,0.64
418.95,9.68,50.81,1018.24,71.04,473.31,0.71
548.43,16.73,58.35,1017.96,59.44,460.54,0.09
394.30,7.8,58.33,1018.46,66.5,482.31,0.12
662.66,23.29,62.11,1014.81,70.27,447.67,0.06
737.20,28.93,98.58,1007.23,64.41,434.45,0.69
426.52,16.75,96,1013.81,84.98,464.87,0.55
593.78,21.47,55.59,1017,76.97,446.33,0.49
688.01,25.98,70.12,1011.36,66.86,439,0.54
373.60,16.34,51.96,1006.99,90.06,466.24,0.6
700.33,25.23,56.53,1009.51,82.87,445.92,0.61
418.54,12.41,84.2,1015.46,76.9,472.06,0.03
613.78,24.2,94.39,1016.92,71.65,439.13,0.48
420.77,7.51,90.4,1015.9,78.31,485.58,0.45
716.49,31.53,61.31,1007.11,50.04,431.84,0.67
445.01,17.42,58.5,1016.63,82.15,456.57,0.22
400.06,6.92,66.39,1018.64,82.27,483.83,0.59
411.27,8.34,89.97,1023.62,83.75,483.14,0.08
685.08,32.07,66.73,1007.91,41.61,429.31,0.01
654.38,27.18,82.47,1016.27,63.7,443.87,0.06
418.14,9.24,57.39,1030.72,87.36,476.9,0.57
466.42,13.48,82,1018.15,88.38,464.58,0.54
616.30,22.74,80.1,1009.56,79.41,445.56,0.29
689.22,28.62,68.12,1010.15,69.31,428.08,0.46
628.83,25.11,53.39,1011.12,78.01,434.97,0.2
441.07,11.47,65.74,1012.68,72.51,475.72,0.24
763.56,29.51,77.86,1017.92,50.61,431.18,0.05
397.84,15.24,73.02,1013.01,74.24,469.79,0.21
759.82,22.71,75.7,1010.48,76.86,444,0.34
395.72,13.98,70.04,1009.61,89.12,467.97,0.49
405.21,17.89,60.77,1011.99,76.52,451.79,0.7
450.26,12.81,69.46,1016.49,80.76,475.5,0.42
423.80,15.54,57.92,1011.78,97.46,467.1,0.09
554.49,20.21,98.12,1016.82,66.56,454.23,0.75
366.13,6.17,78.04,1028.68,90.59,483.77,0.09
601.35,26.42,98.42,1007.02,76.28,438.5,0.51
449.15,14.6,76.03,1028.46,69.96,465.24,0.16
731.14,29.53,55.58,998.47,76.05,431.69,0.47
441.47,12.95,70.7,1025.63,90.7,469.15,0.04
412.38,13.26,73.2,1007.97,90.63,472.14,0.16
608.32,23.48,68.26,1011.91,79.48,437.44,0.25
419.66,10.16,56.85,1005.69,58.04,477.27,0.39
672.26,29.13,63.57,1006.63,52.85,439.31,0.18
421.57,10.8,80.6,1020.24,78.62,479.32,0.14
763.56,25.21,82.85,1017.19,69.84,445.84,0.61
450.16,20.72,68.77,1008.96,72.57,449.76,0.13
605.19,26.17,50.25,1010.01,73.75,444.96,0.12
446.42,17.48,86.37,1018.89,61.51,457.15,0.44
744.07,29.67,97.95,1006.48,64.98,429.28,0.22
724.47,26.38,71.75,1010.04,69.45,431.66,0.53
418.04,12.08,93.82,1019.45,78.3,477.8,0.64
716.90,25.3,82.39,1007.22,95.1,440.86,0.04
400.36,16.55,84.61,1009.07,77.8,465.29,0.77
442.38,13.18,70.46,1023.18,61.21,467,0.55
521.26,21.34,60.27,1010.11,80.7,452,0.6
453.49,20.06,50.96,1008.79,70.06,448.51,0.74
398.14,8.26,93.78,1025.89,70.53,474.72,0.17
388.85,8.51,62.51,1013.33,64.28,482.39,0.49
366.13,8.83,92.99,1028.86,85.6,478.45,0.79
452.88,14.52,56.19,1023.51,88.51,466.88,0.24
434.50,7.87,70.42,1014.67,83.58,485.61,0.76
451.57,7.14,64.47,1019.98,71.9,487.71,0.22
364.41,7.49,56.52,1020.27,85.69,483.26,0.74
406.22,11.01,61.87,1011.13,83.09,476.69,0.43
587.82,20.74,88.96,1017.54,70.66,450.4,0.8
681.55,30.98,87.66,1009.96,58.92,439.39,0.19
716.49,26.67,95.25,1007.7,56.56,439.13,0.64
722.96,28.24,51.62,1010.1,67.92,434.01,0.66
397.44,11.98,66.64,1014.97,98.05,472.43,0.58
704.48,30.91,66.33,1010.23,59.36,435.7,0.16
639.43,23.23,93.25,1012.52,75.1,441.5,0.13
788.31,30.13,75.5,1010.99,61.5,434.14,0.4
662.46,20.79,69.89,1014.9,77,450.3,0.54
455.41,14.38,61.72,1012.95,86.1,464.27,0.37
408.65,10.07,99.56,1018.65,69.2,470.99,0.02
417.94,10.48,52.37,1021.97,65.22,481.41,0.08
415.82,6.86,69.8,1020.12,79.14,490.23,0.75
420.36,13.25,57.54,1010.8,77.81,457.64,0.7
519.44,26.92,79.88,1012.29,59.33,437.35,0.16
406.73,12.76,96.28,1006.58,49.34,474.03,0.54
744.07,30.2,82.47,1006.31,62.14,428.72,0.55
417.94,10.72,66.83,1021.6,63.77,478.29,0.76
466.72,17.39,80.14,1013.94,82.73,454.06,0.1
683.67,30.97,54.51,1005.61,50.88,425.35,0.39
726.59,28.16,86.74,1007.69,68.17,430.46,0.41
737.60,28.84,72.71,1013.99,76.05,435.75,0.14
650.95,24.48,84.71,1014.69,51.43,452.82,0.02
401.17,11.23,86.48,1018.46,60.62,475.04,0.52
424.91,13.52,84.88,1017.91,90.21,464.07,0.38
463.29,16.61,67.61,1009.34,97.93,455.86,0.34
618.83,20.96,89.76,1019.99,67.32,448.77,0.25
706.80,32.15,59.2,1013.3,55.13,429.86,0.6
450.16,21.24,61.93,1008.72,72.57,447.03,0.63
797.09,26.49,94.28,1010.82,83.42,434.91,0.61
661.15,24.01,95.62,1014.17,43.02,443.81,0.01
711.04,33.15,69.57,1003.72,53.98,430.15,0.34
407.33,20.13,67.17,1005.31,85.42,460.09,0.72
630.14,21.41,54.78,1007.84,88.83,452.8,0.61
715.08,31.35,72.5,1010.11,66.37,432.19,0.05
594.89,27.44,50.51,1003.86,66.74,442.19,0.25
519.44,25.21,76.57,1006.43,78.55,439.01,0.38
760.83,32.06,98.38,1001.96,63.15,432.92,0.04
524.70,25.04,86.82,1005.56,66.53,449.45,0.3
405.01,13.31,59.75,1014.81,82.11,468.74,0.33
649.73,29.68,91.88,1011.2,57.73,441.79,0.18
451.57,13.46,72.31,1014.51,50,474.6,0.07
498.84,18.77,59.57,1021.06,82.95,454.53,0.59
395.72,13.56,86.59,1023.4,63.82,470.38,0.04
671.75,20.65,57.67,1014.94,71.83,456.49,0.25
667.11,26.5,73,1017.03,61.34,440.15,0.71
729.62,23.67,81.39,1011.22,90.45,435.94,0.16
420.77,8.64,93.68,1014.14,80.44,481.89,0.54
514.09,20.2,86.45,1011.72,77.63,454.09,0.24
410.46,5.04,76.76,1021.35,93.63,484.42,0.53
600.24,23.59,99.1,1009.96,65.8,440.61,0.56
587.42,17.47,60.54,1016.36,82.26,456.97,0.35
440.87,6.02,77.37,1013.85,83.53,481.92,0.36
574.69,30.05,89.28,1007.02,41.96,437.55,0.52
688.21,29.23,75.57,1004.31,81.46,428.87,0.7
650.84,26.03,69.2,1012.75,62.24,445.89,0.17
499.95,26.38,88.29,1012.82,37.19,457.81,0.67
410.26,5.66,58.26,1015.87,84.97,485.18,0.52
488.94,27.65,58.23,1008.54,58.25,440.94,0.08
474.40,17.88,96.1,1013.73,67.78,456.77,0.15
378.75,11.2,79.54,1013.81,72.81,472.2,0.35
587.42,20.94,62.76,1016.88,65.43,455.16,0.04
497.02,20.64,91.64,1014.86,58.47,454.2,0.55
606.71,19.21,94.89,1014.94,70.02,452.84,0.77
453.69,13.22,72.17,1023.84,87.99,471.43,0.27
779.42,33.6,51.99,1009.01,47.53,430.32,0.21
601.66,27.83,88.61,1011.22,71.05,443.85,0.77
590.75,21.11,85.21,1011.6,80.44,449.16,0.62
780.73,30.47,80.49,1002.13,63.7,434.68,0.79
483.08,15.48,67.47,1004.88,81.68,463.67,0.73
452.28,20.25,88.82,1007.93,40.16,462.44,0.32
397.03,15.87,90.85,1009.95,66.78,460.59,0.79
630.24,22.57,60.63,1009.77,86.05,444.69,0.14
486.21,12.67,73.37,1017.41,83.63,463.68,0.3
547.42,21.41,98.44,1011.37,82.28,448.11,0.57
710.23,30.86,62.17,1011.88,62.68,433.71,0.31
615.60,23.64,87.24,1014.92,64.91,447.86,0.27
432.79,5.52,87.62,1012.77,93.82,478.98,0.59
410.46,11.06,94.19,1021.47,96.16,479.13,0.38
574.69,24.41,63.01,1006.58,77.94,439.51,0.66
400.06,10.28,63.65,1020.43,69.09,478.34,0.14
718.51,14.67,52.13,1019.84,77.72,458.8,0.67
578.93,25.15,70.18,1012.41,41.84,440.1,0.8
450.26,21.5,74.4,1016.87,57.58,460.2,0.49
403.60,7.74,85.5,1025.78,95.81,475.23,0.7
432.28,21.31,69.62,1014.1,75.77,459.84,0.7
678.92,29.92,73.95,1014.09,50.62,444.78,0.37
402.99,4.15,52.28,1007.62,95.69,489.8,0.64
426.62,15.95,68.72,1017.71,69.32,465.35,0.08
672.26,25.01,67.78,1004.55,82.46,434.74,0.66
678.42,27.17,50.75,1006.76,81.59,431.73,0.06
436.42,28.14,86.45,1011.82,69.32,436.53,0.36
449.15,13.93,82.14,1025.35,81.54,469.25,0.77
711.75,25.83,93.9,1006.24,81.83,434.45,0.37
609.23,24.4,94.34,1016.5,70.96,447.73,0.34
701.75,26.35,63.9,1008.45,70.47,435.23,0.8
705.18,30.99,60.33,1009.41,50.84,437.46,0.45
577.62,25.82,52.72,1007.99,62.95,440.8,0.37
763.56,28.37,68.51,1017.48,55.19,439.25,0.12
750.73,29.28,98.51,1011.66,72.37,426.53,0.71
583.38,18.35,51.32,1019.64,77.94,458.41,0.51
466.42,16.69,57.77,1010.8,96.8,466.03,0.74
375.11,9.59,71.95,1013.8,72.85,474.74,0.53
397.44,10.11,73.29,1015.19,90.74,479.83,0.33
583.38,17.37,95.3,1016,86.59,456.4,0.78
496.42,20.92,64.99,1021.15,49.76,455.32,0.11
652.76,22.82,84.23,1020.78,66.73,449.34,0.25
524.70,23.55,77.75,1006,76.46,449.54,0.07
715.38,30.47,98.11,1010.91,46.94,444.39,0.41
411.17,13.16,60.41,1021.99,77.91,475.87,0.09
400.36,6.25,84.79,1010.98,83.45,483.43,0.53
536.92,16.98,51.88,1013.95,82.8,458.93,0.11
689.22,27.5,73.58,1010.38,73.44,430.9,0.64
638.42,24.39,94.62,1012.59,80.88,446.4,0.27
548.43,14.69,63.94,1018.01,73.4,462.63,0.08
731.14,26.31,91.41,1001.16,88.43,434.53,0.6
591.76,14.85,85.67,1014.04,89.85,454.62,0.69
600.24,21.95,68.42,1010.29,74.67,442.84,0.37
685.08,31.91,64.02,1008.76,53.22,425.28,0.32
661.15,16.2,91.36,1013.97,89.84,451.86,0.44
787.30,27.35,85.09,1012.14,74.14,431.72,0.71
416.73,8.73,66.55,1020.54,91.37,476.42,0.28
543.58,14.13,58,1016.72,64.85,467.08,0.67
406.42,13.18,78.97,1016.81,86.71,469.35,0.02
413.29,10.74,75.5,1021.74,94.97,466.77,0.68
434.50,6.28,70.24,1013.72,88.13,487.17,0.15
415.51,6.04,80.63,1027.92,87.12,481.37,0.24
595.40,16.78,55.53,1017.74,96.24,450.02,0.49
417.64,14.99,55.24,1004.56,98.9,466.85,0.22
657.11,26.26,67.64,1013.58,52.72,440.92,0.42
711.04,32.09,58.77,1003.73,55.65,434.64,0.7
645.49,22.88,51.47,1009.63,87.82,442.5,0.03
687.61,21.95,67.53,1012.91,69.36,443.93,0.47
644.18,26.65,85.71,1015.32,53.95,440.26,0.43
396.93,12.57,52.72,1019.57,72.44,473.67,0.66
415.11,15.67,62.81,1004.1,77.93,466.45,0.47
701.75,27.97,86.12,1010.4,57.24,432.18,0.53
463.29,13.76,93.33,1008.89,87.27,463.5,0.39
711.75,26.91,64.3,1007.55,72.59,434.24,0.7
727.00,25.18,94.92,1006.71,89.86,432.88,0.59
647.92,23.27,58.67,1020.98,71.18,452.26,0.38
739.02,23.2,89.36,1012,89.92,438.64,0.3
533.68,18.55,67.17,1004.45,86.82,450.23,0.48
416.32,7.23,77.89,1015.23,98.04,483.31,0.3
401.17,7.3,74.76,1020.85,77.83,485.1,0.7
400.36,13.93,52.48,1011.8,82.64,470.84,0.65
583.38,20.33,69.43,1016.47,75.35,450.25,0.47
730.13,32.2,76,1008.61,69.94,432.52,0.26
438.44,13.16,61.22,1016.43,79.47,465.6,0.24
739.12,27.26,73.32,1012.58,74.83,429.92,0.38
441.07,12.45,62.04,1013.61,91.34,474.27,0.51
406.32,12.04,54.65,1018.07,81.28,472.7,0.22
741.54,28.12,50.18,1011.49,80.16,435.46,0.47
681.25,27.21,60.07,1013.83,43.26,436.47,0.64
650.95,26.97,62.42,1009.43,53.96,443.75,0.78
737.20,26.99,90.58,1008,76.1,430.81,0.39
683.87,21.25,82.45,1006.9,55.76,444.98,0.58
693.57,30.33,65.95,1006,54.99,435.53,0.43
510.96,15.37,74.98,1019.02,98.2,463.35,0.79
450.16,25.8,77.77,1008,52.56,450.48,0.38
692.96,24.97,75.59,1011.08,58.94,447.83,0.41
400.36,15.98,63.22,1009.31,81.21,467.22,0.75
726.59,24.82,84.21,1010.5,64.67,438.69,0.15
454.60,21.32,91.22,1012.23,59.94,452.75,0.77
409.66,8.28,77.37,1023.29,79.44,486.4,0.25
685.79,27.22,70.83,1005.73,57.29,441.22,0.11
635.39,26.94,70.05,1011.68,41.3,449.1,0.72
469.45,18.86,95.66,1007.28,78.47,452,0.73
444.70,9.61,98.81,1008.3,91.36,473.54,0.06
658.32,26.2,96.38,1011.42,47.82,440.07,0.4
452.28,12.31,57.4,1011.15,77.34,468.29,0.58
494.09,16.48,54.82,1011.84,64.16,458.67,0.69
434.20,14.07,69.44,1007.57,96.05,468.87,0.48
645.79,25.19,51.6,1012.78,75.15,438.73,0.11
428.64,15.41,82.51,1012.6,86.74,472.28,0.57
441.47,13.16,73.22,1024.44,85.68,469.06,0.69
463.29,18.63,87.14,1007.98,79.9,453.79,0.23
510.96,16.94,77.47,1018.75,94.22,460.64,0.55
463.29,14.85,57.84,1009.37,84.65,462.67,0.27
638.42,24.56,55.74,1013.79,82.38,444.34,0.44
729.62,23.13,65.52,1010.92,92.3,437.67,0.69
726.59,26.84,56.48,1006.6,79.12,427.2,0.31
444.70,9.36,62.96,1010.3,87.2,474.68,0.03
654.38,30.19,81.4,1017.22,42.47,438.41,0.61
432.89,14.78,77,1015.32,84.75,471.17,0.8
689.63,18.6,53.56,1003.27,84.21,446.98,0.16
397.94,7.19,93.52,1011.45,90.65,483.04,0.14
741.54,29.15,72.46,1011.43,66.49,432.26,0.78
382.49,15.23,69.92,1020.17,85.02,464.02,0.55
414.20,9.19,79.57,1022.14,98.98,468.37,0.04
474.40,16.38,83.84,1013.6,73.67,459.87,0.16
615.60,18.23,87.42,1016.74,78.85,455.53,0.57
711.75,24.62,54.24,1010.55,72.71,435.88,0.76
397.23,5.72,63.31,1009.96,95.4,490.76,0.17
677.41,23.19,66.36,1005.67,65.19,442.45,0.3
409.66,13.21,59.73,1018.12,64.49,475.86,0.54
350.37,9.77,93.58,1027.72,74.98,477.51,0.72
710.64,30.82,90.54,1006.47,58.79,439.16,0.05
592.06,23.63,58.37,1016.45,69.97,445.51,0.16
492.68,24.66,89.85,1018.39,71.79,449.11,0.64
415.51,8.83,53.18,1025.37,94.36,474.51,0.48
469.45,14.79,90.04,1007.46,92.4,462.55,0.15
388.24,3.69,97.94,1016.74,82.87,490.78,0.04
672.05,24.03,52.89,1012.19,69.15,438.08,0.34
427.63,13.23,78.61,1018.02,97.49,462.21,0.72
678.42,25.79,86.92,1007.89,81.38,440.75,0.26
598.02,25.72,53.78,1012.37,66.62,437.72,0.2
419.55,11.8,73.21,1020,65.85,476.12,0.66
426.62,16.52,66.94,1017.51,67.65,469.13,0.07
644.18,23.51,74.02,1016.1,69.79,446.58,0.63
590.45,25.25,75.43,1015.54,70.76,444.05,0.08
587.42,19.82,54.38,1016.76,74.66,455.5,0.44
382.99,11.73,78.91,1008.24,65.13,472.04,0.19
741.54,27.96,63.52,1011.11,71.93,435.93,0.41
731.54,25.59,50.58,1007.88,82.98,432.49,0.77
604.69,22.61,53.49,1019.12,66.12,441.2,0.69
657.71,23.03,91.13,1016.29,69.8,447.84,0.07
453.39,26.38,75.98,1009.14,51.79,442.13,0.6
769.62,31.52,60.65,1008.31,57.35,435.31,0.28
607.01,20.36,91.92,1011.21,84.79,454.25,0.03
439.15,13.55,70.14,1016.08,67.25,464.33,0.61
618.63,25.44,84.24,1012.57,87.65,441.77,0.47
419.96,11.09,64.79,1020.99,91.09,464.81,0.78
606.71,25.36,57.58,1015.06,66.11,439.73,0.16
725.18,30.68,81.39,1010.81,61.4,435.4,0.18
608.93,25.48,78.37,1017.55,51.22,443.77,0.57
632.87,29.79,72.14,1008.5,48.51,440.27,0.34
403.90,8.37,59.07,1010.36,93.26,482.31,0.44
441.27,8.49,85.68,1016.93,85.63,483.62,0.26
749.02,26.85,73.21,1008.66,93.8,431.16,0.55
727.00,29.34,58.64,1005.19,75.19,428.24,0.23
587.01,21.11,77.53,1015.38,77.78,453.28,0.55
635.90,21.12,99.34,1020.83,69.96,454.65,0.37
360.67,15.03,69.75,1015.26,56.55,467.61,0.73
635.90,23.74,99.05,1019.65,63.39,449.48,0.04
704.48,32.96,74.01,1008.86,40.23,435.56,0.45
525.71,20.23,75.49,1012.15,47.49,457.57,0.56
589.13,22.46,62.5,1013.21,68.68,445.9,0.49
454.50,11.54,51.36,1022.77,80.79,482.34,0.3
689.93,24.62,92.26,1010.45,75.18,448.58,0.53
419.66,10.12,93.14,1005.78,62.34,475.46,0.58
390.06,15.67,61.26,1015.76,66.29,463.17,0.05
490.86,21.96,83.57,1004.87,76.27,446.56,0.23
419.55,11.82,91.06,1019.96,67.65,476.97,0.1
517.02,19.8,67.42,1008.25,91.98,446.66,0.34
649.13,22.32,66.52,1014.35,82.98,446.62,0.08
495.10,19.75,67.53,1009.38,92.89,446.63,0.14
657.71,25.48,79.65,1016.12,53.66,447.85,0.58
424.50,14.84,59.91,1017.47,79.27,466.2,0.32
497.02,21.38,60.57,1012.49,53.77,449.66,0.5
483.08,18.67,58.35,1005.12,82.97,454.47,0.24
589.13,26.27,52.16,1013.81,60.43,438.82,0.77
645.39,27.23,83.55,1014.3,47.19,443.61,0.2
639.43,20.87,88.74,1012.27,79.51,446.7,0.08
399.25,19.4,58.52,1007.96,63.38,457.17,0.19
662.66,21.97,63.69,1016.09,73.29,447.05,0.76
409.56,17.16,75.57,1000.26,72.21,461.58,0.73
427.63,13.62,59.98,1017.87,89.67,464.79,0.72
444.40,13.9,50.18,1025.1,87.17,466.24,0.24
394.30,9.45,71.59,1023.08,75.81,483.66,0.77
627.01,23.66,54.05,1022.42,64.13,447.06,0.34
707.20,26.91,71.04,1010.75,59.48,445.31,0.53
757.40,23.04,57.31,1005.44,92.86,437.65,0.11
677.41,26.93,77.47,1005.65,60.26,437.76,0.02
609.74,24.59,65.64,1005.31,76.81,438.09,0.59
750.73,34.63,88.62,1011.7,31.45,428.54,0.2
608.93,20.48,51.91,1017.16,72.1,455.51,0.69
608.32,26.55,91.02,1009.88,79.54,438.95,0.73
441.07,10.74,58.2,1011.75,80.1,477.32,0.79
441.07,12.28,94.24,1012.69,70.23,475.08,0.08
420.77,10.8,73.02,1013.79,81.96,475.51,0.5
724.47,26.26,57.96,1009.59,80.06,430.79,0.35
724.88,24.9,97.82,1006.24,85.25,427.77,0.14
749.02,28.41,83.83,1010.29,72.09,439.2,0.54
643.67,22.72,72.12,1012.63,82.14,448.56,0.34
706.80,33.4,79.85,1013.29,47.78,432.44,0.44
604.69,26.35,55.03,1013.24,73.63,447.26,0.02
495.10,24.58,87.42,1008.85,79.32,442.47,0.68
427.43,12.76,62.24,1015.35,78.18,466.15,0.07
402.49,9.64,89.78,1012.9,83.82,478.37,0.68
414.50,10.91,88.39,1026.57,74.24,469.53,0.3
415.82,12.27,90.01,1019.39,52.18,473.84,0.14
756.79,28.4,95.45,1013.65,48.6,442.23,0.74
459.65,11.04,83.18,1017.53,83.42,474.45,0.6
613.78,20.75,83.85,1017.91,86.06,448.58,0.65
697.41,21.31,64.8,1002.46,73.42,440.97,0.19
659.93,25.4,81.83,1013.11,53.93,445.82,0.77
662.66,25.95,53.12,1014.36,52.54,443.88,0.68
662.46,27.44,83.4,1010.76,68.67,441.08,0.38
595.40,18.42,80.14,1016.95,86.77,452.1,0.6
466.72,17.48,69.95,1014.02,80.78,455.35,0.6
503.28,13.87,82.26,1006.76,89.14,462.46,0.69
400.06,10.06,88.99,1020.87,74.01,476.92,0.12
630.64,23.21,78.1,1011.78,76.66,442.47,0.13
609.23,21.44,70.63,1015.2,81.1,448.84,0.27
695.28,26.73,50.34,1010.75,66.83,440.45,0.17
650.84,30.96,71.37,1013.63,49.64,437.61,0.2
452.88,14.6,83.16,1023.58,88.21,464.88,0.55
644.99,20.28,98.1,1016.04,74.66,447.26,0.34
391.17,15.47,56.49,1001.13,77.61,467.96,0.62
404.51,11.71,53.01,1014.49,86.09,471.49,0.55
687.61,25.77,75.04,1010.99,73.58,433.46,0.54
675.29,18.13,50.04,1012.9,78.84,454.85,0.72
361.18,11.2,67.01,1019.24,64.59,473.33,0.77
442.38,9.78,62.14,1022.25,69.64,477.22,0.38
749.62,23.85,54.43,1009.99,82.72,441.66,0.27
511.67,16.7,55.86,1014.86,94.87,457.74,0.51
675.79,28.41,68.74,1008.22,57.93,440.52,0.61
684.68,29.64,79.18,1009.99,51.23,440.74,0.31
725.69,24.39,87.04,1009.73,72.24,438.2,0.42
749.02,32.39,79.46,1008.53,61.09,431.17,0.67
671.04,31.56,66.2,1008.91,64.16,430.11,0.24
486.21,17.72,73.78,1013.26,65.09,457.44,0.43
681.25,30.85,62.76,1014.53,32.99,430.8,0.1
395.72,13.19,66.17,1023.67,66.78,469.62,0.71
697.41,33.79,62.8,1001.62,40.13,435.1,0.73
454.50,13.99,55.06,1023.83,77.92,472.55,0.69
577.62,24.78,53.18,1008.08,65.4,443.62,0.62
574.59,17.82,99.12,1014.24,77.73,453.83,0.79
679.23,24.9,79.36,1017.77,66.17,433.71,0.22
452.99,11.46,71.65,1014.3,63.24,475.33,0.5
710.23,28.68,67.1,1008.51,45.73,430.48,0.16
454.60,18.2,81.48,1013.82,68.14,452.21,0.12
512.88,23.5,65.72,1008.7,57.7,445.09,0.3
421.57,10.34,74.75,1020.07,79.17,480.84,0.32
386.63,15.64,67.52,1014.39,76.93,466.51,0.21
434.20,13.55,61.41,1007.58,97.55,470.82,0.52
687.61,26.18,67.57,1012.92,55.7,436.51,0.47
454.50,10.81,74.98,1023.45,85.89,482.63,0.41
659.23,28.09,76.69,1013.27,51.96,440,0.16
618.63,25.32,99.7,1011.56,80.1,436.67,0.23
737.20,29.23,76.31,1007.04,63.47,431,0.06
435.61,9,88.66,1020.25,81.32,481.09,0.13
532.47,17.29,97.3,1024.71,62.32,467.23,0.04
399.76,13.92,90.61,1012.5,80.28,465.67,0.36
732.35,30.15,73.78,1009.37,50.64,443.72,0.41
518.13,23.96,65.97,1011.81,71.81,451.11,0.58
445.01,17.34,80.58,1015.84,74.88,458.5,0.09
449.15,14.02,86.06,1028.02,68.97,465.93,0.3
756.19,29.12,85.83,1009.85,62.51,435.51,0.69
400.36,10.22,75.7,1010.72,63.05,477.22,0.02
755.28,27.74,66.01,1010.05,60.82,436.87,0.7
401.17,16.5,61.09,1003.05,65.99,459.06,0.54
598.02,20.46,81.44,1018.42,85.89,445.22,0.36
720.03,27.51,59.67,1009.43,76.92,430.42,0.07
503.28,13.1,78.57,1007.29,92.79,466.08,0.59
710.23,31.07,97.01,1011.74,65.91,436.16,0.66
439.96,10.79,94.64,1015.15,73.01,479.64,0.02
645.79,22.57,89.43,1013.49,81.61,443.58,0.04
711.04,33.63,99.68,1004.02,53.6,430.05,0.76
479.04,22.56,69.17,1006.72,54.82,448.65,0.1
420.87,20.65,53.46,1012.76,45.27,455.5,0.34
665.99,24.31,69.5,1011.5,61.61,442.69,0.28
479.04,25.61,57.31,1008.62,54.51,442.96,0.68
419.55,9.41,61.52,1019.48,82.19,481.59,0.37
366.02,6.61,91.49,1013.57,91.8,483.12,0.16
391.17,13.53,86,1004.86,85.38,472.46,0.44
418.75,10.2,79.47,1020.23,84.54,481.46,0.23
400.06,9.26,83.41,1021.18,84.58,480.38,0.51
441.27,12.02,51.15,1016.12,74.07,477.74,0.56
441.47,14.74,75.44,1024.35,81.53,465.49,0.23
442.28,8.35,72.7,1016.2,85.23,484.21,0.42
401.17,19.35,55.8,1002.5,51.24,455.29,0.2
705.89,26.74,82.23,1013.96,51.82,436.02,0.32
419.96,12.17,57.4,1013.89,88.98,463.03,0.22
397.44,13.91,68.2,1014.69,75.51,469.02,0.34
422.69,16.15,70.81,1016.54,81.58,466.56,0.65
505.51,28.31,88.93,1005.75,50.17,436.75,0.11
715.08,32.87,61.14,1009.54,59.85,433.1,0.77
739.42,29.48,73.06,1000.67,79.35,433.53,0.48
702.86,29.23,73.39,1009,71.41,437.95,0.43
411.17,7.71,79.48,1021.53,95.48,471.38,0.55
711.75,26,82.7,1009.61,74.66,435.05,0.56
749.02,31.41,90.28,1011.1,57.05,434.88,0.29
463.29,5.28,56.65,1008.25,97.88,479.91,0.79
450.76,10.19,61.01,1020.58,91.64,472.45,0.45
406.73,10.35,77.18,1005.09,92.42,477.8,0.45
548.43,13.72,76.23,1017.89,79.08,467.05,0.14
378.75,10.96,76.82,1013.46,79.54,471.05,0.06
399.35,19.36,69.2,1008.97,58.92,458.75,0.68
758.31,31.23,52.37,1004.93,46.19,439.14,0.02
720.33,32.77,65.69,1007.68,42.39,436.95,0.53
724.88,23.35,77.89,1005.99,90.79,434.6,0.72
519.44,24.99,86.13,1006.95,79.63,441.45,0.68
704.07,26.53,82.48,1009.88,76.26,446.17,0.25
661.35,18.62,90.05,1018.45,73.39,451.94,0.41
543.58,16.72,94.46,1015.46,66.9,458.25,0.34
677.41,21.07,81.52,1004.64,86.16,446.05,0.24
601.66,31.08,89.71,1010.76,60.49,442.88,0.56
606.81,22.85,93.41,1018.05,67.12,452.5,0.39
571.36,22.99,54.2,1013.93,78.77,445.44,0.01
453.69,11.12,97.35,1025.58,93.52,470.82,0.71
442.08,16.63,89.14,1012.25,75.09,458.66,0.29
598.63,28.85,81.5,1011.69,51.8,440.3,0.56
710.23,29.97,67.89,1007.44,53.26,428.42,0.67
705.89,30.73,76.01,1015,58.9,426.79,0.24
616.30,27.17,53.49,1011.38,65.32,437.06,0.79
705.79,30.15,50.28,1007.2,73.67,434.75,0.67
412.38,13.18,91.7,1007.67,95.44,472.36,0.03
705.38,28.44,70.47,1003.25,68.24,426.69,0.4
